Unnamed: 0,post,type,symptom,description,label
3312.0,There is a consistent presence of painful micturition.,clinical,Genitourinary_symptoms,Experiencing painful urination,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
10142.0,"I have an ingrained belief that no matter my efforts, my plans will not succeed.",clinical,Pessimism,Feeling as if my future hopes or plans will not come true,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
9008.0,The overwhelming shame and self-reproach make it difficult to perceive any self-value.,clinical,Worthlessness_and_guilty,Feeling low self-worth,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
11990.0,I am experiencing prolonged periods of wakefulness without subjective feelings of fatigue.,clinical,Sleep_disturbance,"Going for days without sleep, yet not feeling tired","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
713.0,I'm constantly on edge and can't seem to let go of my anger.,colloquial,Anger_Irritability,Experiencing difficulty in calming down after being upset,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
4117.0,I never seem to be able to just sit and relax when I have time for myself.,colloquial,Hyperactivity_agitation,Has difficulty unwinding and relaxing when having time to oneself,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
13687.0,I've noticed I'm losing weight way too fast because I just can't eat.,colloquial,Weight_and_appetite_change,Feeling a sense of loss of control over eating habits,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
11128.0,I demonstrate a consistent inability to retain conversational content shortly after engaging in discussions.,clinical,Poor_memory,Struggling to recall specific details of conversations,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
6872.0,"I perceive an extended duration in reaching conclusions, even regarding minor, non-complex choices.",clinical,Indecisiveness,Taking an unusually long time to make simple decisions,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
5990.0,I am experiencing significant difficulty completing the final details of my tasks due to persistent inattention.,clinical,Inattention,Trouble wrapping up the final details of a project,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
5493.0,I feel like my thoughts are all over the place when I try to plan things.,colloquial,Inattention,Difficulty organizing activities,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
5503.0,I'm terrible at keeping my stuff organized; it's always just chaos.,colloquial,Inattention,Difficulty organizing activities,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
805.0,"Everything just sets me off lately, and I find myself yelling a lot.",colloquial,Anger_Irritability,Having a short temper,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
2519.0,My life feels like it's falling apart and I can't fix it.,colloquial,Depressed_Mood,Feeling a sense of despair,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
3559.0,"I don't get aroused like I used to, and it's upsetting.",colloquial,Genitourinary_symptoms,Experiencing decreased sexual arousal,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
10160.0,I frequently experience feelings of pessimism regarding my future prospects.,clinical,Pessimism,Feeling as if my future hopes or plans will not come true,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
11155.0,Why do I keep losing my keys? It's like a daily struggle.,colloquial,Poor_memory,Frequently misplacing personal items,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
13714.0,"There has been a marked increase in my body weight, alongside an unexplained increase in appetite.",clinical,Weight_and_appetite_change,Experiencing fluctuations in weight over a short period,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
8603.0,I just can't shake the feeling that I'm useless and let everyone down all the time.,colloquial,Worthlessness_and_guilty,"Holding persistent and exaggerated negative beliefs or expectations about oneself, others, or the world","[1, 0, 0, 0, 0, 0, 0, 0, 0]"
6745.0,It's like I can't make any decision without asking everyone I know what they think first.,colloquial,Indecisiveness,Seeking excessive reassurance from others before making decisions,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
10116.0,I believe nothing good is ever going to happen.,colloquial,Pessimism,,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
13585.0,I just don't bother with breakfast or lunch anymore.,colloquial,Weight_and_appetite_change,Avoiding meals or skipping meals intentionally,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
1925.0,I feel like I'm wandering through life without a sense of purpose.,colloquial,Depressed_Mood,Distressing sense of incompleteness or uneasiness,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
1802.0,There is a persistent low mood that I find difficult to escape.,clinical,Depressed_Mood,,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
9696.0,"Previously fulfilling tasks now feel overwhelming and unimportant, contributing to a decline in my academic performance.",clinical,Loss_of_interest_or_motivation,Reduced engagement in work or academic responsibilities.,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
1250.0,"I experience significant difficulty in initiating daily activities, particularly in the morning due to persistent fatigue.",clinical,Decreased_energy_tiredness_fatigue,Struggling to get out of bed in the morning.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
8421.0,I just can't stop feeling like I'm a failure.,colloquial,Worthlessness_and_guilty,Feeling disappointed in oneself,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
8667.0,I feel like everything bad that happens is my fault and that makes me feel utterly worthless.,colloquial,Worthlessness_and_guilty,"Having persistent, distorted cognitions about the cause or consequences of a traumatic event that leads to self-blame or blaming others","[1, 0, 0, 0, 0, 0, 0, 0, 0]"
9796.0,There is a pervasive emotional numbing that has curtailed my desire to initiate formerly pleasurable activities.,clinical,Loss_of_interest_or_motivation,Feeling emotionally numb or disconnected from surroundings.,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
7643.0,I often imagine what it would be like if I wasn't around anymore.,colloquial,Suicidal_ideas,Imagining scenarios of one's own death,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
11230.0,I am experiencing significant difficulties in retaining information about scheduled appointments.,clinical,Poor_memory,Forgetting appointments or scheduled tasks,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
13088.0,There are patterns where I engage in eating large quantities uncontrollably in a limited time frame.,clinical,Weight_and_appetite_change,Recurrent episodes of binge eating,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
10987.0,"My mind is just empty a lot lately, like I can't even remember what's happening.",colloquial,Poor_memory,Mind going blank,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
9915.0,I just don't care about things I used to love anymore.,colloquial,Loss_of_interest_or_motivation,Experiencing a sense of emptiness or void.,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
3259.0,"Every time I get to the bathroom, there's this awkward pause before I can start.",colloquial,Genitourinary_symptoms,Having difficulty initiating urination,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
10615.0,"I just feel like I'm stuck and things will always be the same, no matter what.",colloquial,Pessimism,Feeling resigned to a negative or unchanging future,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
13438.0,I have experienced a notable increase in weight that is not attributable to changes in diet or activity level.,clinical,Weight_and_appetite_change,Gaining weight,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
11686.0,My attempts to initiate sleep are consistently delayed most nights.,clinical,Sleep_disturbance,Initial insomnia,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
7718.0,There is an increasing frequency of thoughts about ending my life.,clinical,Suicidal_ideas,Feeling hopeless and considering suicide as an option,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
1967.0,There's this never-ending feeling of being incomplete or unsettled.,colloquial,Depressed_Mood,Distressing sense of incompleteness or uneasiness,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
8950.0,I consistently feel worthless and undeserving of any positive experiences or accomplishments.,clinical,Worthlessness_and_guilty,Experiencing low self-esteem,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
11640.0,"I experience difficulty initiating sleep on most nights, often lying awake for over 30 minutes before falling asleep.",clinical,Sleep_disturbance,Initial insomnia,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
926.0,My interactions with others are frequently marked by feelings of hostility.,clinical,Anger_Irritability,Experiencing a sense of hostility towards others,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
5712.0,I am prone to making mistakes because I do not give enough attention to details.,clinical,Inattention,Fails to give close attention to details,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
10455.0,I can't shake the feeling that everything I start is doomed from the outset.,colloquial,Pessimism,Anticipating failure in upcoming tasks or projects,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
1813.0,Every day feels like a struggle just to get through because I'm so down.,colloquial,Depressed_Mood,,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
10951.0,"It feels like my memory gets wiped all of a sudden, and I can't remember what I was thinking about.",colloquial,Poor_memory,Mind going blank,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
4953.0,My brain feels like it's in a fog all the time.,colloquial,Inattention,Diminished ability to think,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
891.0,"I've been snapping at people for little things lately, can't seem to control my temper.",colloquial,Anger_Irritability,Feeling easily provoked or triggered,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
7172.0,"I rely extensively on input from others when faced with decision-making, due to my pervasive indecisiveness.",clinical,Indecisiveness,Relying heavily on others to make decisions,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
221.0,"I'm just so pissed off all the time, like the smallest things set me off these days.",colloquial,Anger_Irritability,Exhibiting increased irritability,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
12210.0,"I am experiencing hypersomnia, sleeping for longer durations than usual at night.",clinical,Sleep_disturbance,Prolonged sleep episodes at night,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
5050.0,I consistently avoid tasks that demand prolonged cognitive engagement.,clinical,Inattention,Avoids tasks that require sustained mental effort,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
12594.0,The thought of going to sleep induces worry and restlessness.,clinical,Sleep_disturbance,Feeling anxious or worried at bedtime,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
5271.0,"I often find it difficult to maintain focus on my school tasks, resulting in incomplete assignments.",clinical,Inattention,Fails to finish schoolwork,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
12750.0,I frequently experience sleep paralysis upon waking several times a week.,clinical,Sleep_disturbance,Experiencing sleep paralysis,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1222.0,There is a marked reduction in energy levels that impacts my daily functioning.,clinical,Decreased_energy_tiredness_fatigue,Struggling to get out of bed in the morning.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
12184.0,I frequently experience symptoms of a panic attack when I wake up in the middle of the night.,clinical,Sleep_disturbance,Nocturnal panic attacks,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
13805.0,"I don't want anyone to see how my eating habits have changed, so I eat alone.",colloquial,Weight_and_appetite_change,Engaging in secretive eating behaviors to hide eating habits from others,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
2732.0,I notice a continuous feeling of hopelessness and melancholy throughout the day.,clinical,Depressed_Mood,Feeling a persistent sense of melancholy,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
3719.0,I feel like I’m living in hell during my period because of the cramps.,colloquial,Genitourinary_symptoms,Experiencing dysmenorrhea (painful menstruation),"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
1839.0,Tears just come to my eyes so easily lately.,colloquial,Depressed_Mood,Appears tearful,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
8777.0,"I feel like people are always judging me, even when they're not saying anything.",colloquial,Worthlessness_and_guilty,Misinterpreting neutral or trivial day-to-day events as evidence of personal defects,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
3221.0,I finish way too soon every time I'm with my partner.,colloquial,Genitourinary_symptoms,Experiencing premature ejaculation,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
5479.0,I'm always losing track of what needs to be done because I can't organize myself.,colloquial,Inattention,Difficulty organizing activities,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
13484.0,I find myself skipping meals more frequently due to a diminished interest in eating.,clinical,Weight_and_appetite_change,Experiencing a lack of interest in food,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
12244.0,The excessive need for daytime sleep has become persistent in my daily routine.,clinical,Sleep_disturbance,Increased daytime sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
6558.0,The process of making decisions repeatedly leads to feelings of frustration and helplessness.,clinical,Indecisiveness,Experiencing difficulty in making decisions,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
12306.0,"Despite achieving more than sufficient sleep time, I continue feeling the need to sleep excessively.",clinical,Sleep_disturbance,Sleeping excessively,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
11529.0,"It's like my memory checks out when I'm stressed, can't remember what I did or need to do.",colloquial,Poor_memory,Experiencing lapses in memory during stressful situations,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
8586.0,My feelings of guilt are persistent and not commensurate with any particular wrongdoing.,clinical,Worthlessness_and_guilty,Feeling guilty over many things,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
5425.0,Everything feels all over the place and I can't organize my work.,colloquial,Inattention,Difficulty organizing tasks,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
12533.0,"My mind won't shut off at night, and I just lie awake unable to sleep.",colloquial,Sleep_disturbance,Experiencing racing thoughts that prevent sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
12194.0,I experience unexpected nocturnal panic attacks characterized by palpitations and shortness of breath.,clinical,Sleep_disturbance,Nocturnal panic attacks,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
8807.0,I can't stop thinking that everything goes wrong because of something I did or didn't do.,colloquial,Worthlessness_and_guilty,Having an exaggerated sense of responsibility for untoward events,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
7405.0,I can't stop thinking about dying and it's scaring me so much.,colloquial,Suicidal_ideas,Experiencing fear of dying,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
8830.0,"I consistently experience pervasive feelings of worthlessness and guilt, believing I am responsible for negative events around me.",clinical,Worthlessness_and_guilty,Having an exaggerated sense of responsibility for untoward events,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
11580.0,I experience early morning awakenings nearly every day without an identifiable cause.,clinical,Sleep_disturbance,,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1062.0,I find myself with diminished energy levels impacting my daily activities.,clinical,Decreased_energy_tiredness_fatigue,Being easily fatigued.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
10752.0,I possess a pervasive sense of hopelessness regarding future events.,clinical,Pessimism,Feeling that life lacks purpose or direction due to anticipated failures,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
7083.0,Deciding even the smallest things is wearing me out.,colloquial,Indecisiveness,Experiencing mental fatigue from decision-making processes,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
5876.0,I get bored really fast when playing and can't stick with it for too long.,colloquial,Inattention,Difficulty sustaining attention in play activities,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1865.0,"I cry so much lately, it’s like I can’t help it.",colloquial,Depressed_Mood,Appears tearful,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
13807.0,I've started to eat in private because I don't want anyone else to see my weird eating habits.,colloquial,Weight_and_appetite_change,Engaging in secretive eating behaviors to hide eating habits from others,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
10188.0,I am overwhelmed by the expectation of future failures.,clinical,Pessimism,Discouraged about future,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
8124.0,I struggle with frequent intrusive thoughts about suicide and my perceived inability to cope with life.,clinical,Suicidal_ideas,Feeling burdened by life and contemplating ending it,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
4158.0,"I have an uncontrollable urge to engage in excessive physical movement, which serves no functional purpose.",clinical,Hyperactivity_agitation,"Engages in purposeless activity, like pacing or holding multiple conversations","[0, 0, 0, 0, 1, 0, 0, 0, 0]"
8965.0,I'm constantly feeling like I let everybody down and can't do anything right.,colloquial,Worthlessness_and_guilty,Experiencing low self-esteem,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
599.0,I feel like my patience is gone and it's making me so angry all the time.,colloquial,Anger_Irritability,Having a low tolerance for frustration,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
177.0,I'm always on edge and it's easy for me to lash out at others.,colloquial,Anger_Irritability,Irritable behavior and angry outbursts,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
5760.0,"I frequently overlook important details in my assignments, resulting in numerous careless mistakes.",clinical,Inattention,Makes careless mistakes in schoolwork,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
7486.0,I find myself obsessively ruminating on the idea of my own demise.,clinical,Suicidal_ideas,Having recurrent thoughts of death,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
3124.0,I require multiple sanitary towels during an hour due to the heavy flow during menstruation.,clinical,Genitourinary_symptoms,Experiencing menorrhagia,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
12086.0,"On most nights, I wake up after falling asleep and find it difficult to resume sleeping.",clinical,Sleep_disturbance,Middle insomnia,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
3615.0,It's really frustrating how long it takes for me to orgasm lately.,colloquial,Genitourinary_symptoms,Experiencing delayed ejaculation,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
7515.0,I keep wishing I could just disappear permanently.,colloquial,Suicidal_ideas,Having recurrent thoughts of death,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
6582.0,The overwhelming sense of anxiety I feel when faced with decisions is debilitating.,clinical,Indecisiveness,Feeling overwhelmed by choices,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
6975.0,I can't decide on anything because I'm terrified I'll screw things up.,colloquial,Indecisiveness,Feeling paralyzed by the fear of making the wrong choice,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
13611.0,"I can't seem to stop eating, and I feel sick afterward, like my stomach is punishing me for it.",colloquial,Weight_and_appetite_change,Experiencing physical discomfort or pain due to overeating,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
9517.0,I keep turning down invites because I just don't see the point.,colloquial,Loss_of_interest_or_motivation,Social withdrawal or neglect of pleasurable avocations.,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
5597.0,"I lose the things I need all the time, like my debit card, and I can't stand it.",colloquial,Inattention,Loses things necessary for activities,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1711.0,"I'm feeling so drained, I can barely get out of bed, everything just feels too heavy.",colloquial,Decreased_energy_tiredness_fatigue,Feeling like energy levels are never replenished.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
11597.0,"I've been getting much less sleep than I'm used to, and it's frustrating.",colloquial,Sleep_disturbance,I sleep a lot less than usual,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
3781.0,Why can't I just sit still and relax like everyone else?,colloquial,Hyperactivity_agitation,"Is often 'on the go,' acting as if 'driven by a motor'","[0, 0, 0, 0, 1, 0, 0, 0, 0]"
7268.0,"These days, I regularly contemplate various means of ending my life.",clinical,Suicidal_ideas,,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
9717.0,I just don't feel like doing any work at my job.,colloquial,Loss_of_interest_or_motivation,Reduced engagement in work or academic responsibilities.,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
7690.0,I frequently experience recurrent thoughts of being dead and envision methods for self-harm.,clinical,Suicidal_ideas,Experiencing intrusive thoughts about dying,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
12119.0,"Every night I wake up from some scary dream, and it's driving me nuts.",colloquial,Sleep_disturbance,Nightmares,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
9109.0,"I really don't feel like doing anything, everything just seems pointless.",colloquial,Loss_of_interest_or_motivation,,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
2148.0,I observe a profound absence of emotional responses in various situations.,clinical,Depressed_Mood,Having no feelings,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
228.0,"There is a persistent increase in irritability in various contexts, leading to frequent episodes of anger.",clinical,Anger_Irritability,Exhibiting increased irritability,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
2868.0,"There is a frequent and intense compulsion to urinate, usually with minimal warning.",clinical,Genitourinary_symptoms,Feeling an urgent need to urinate,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
8467.0,I find myself constantly beating myself up over the smallest mistakes.,colloquial,Worthlessness_and_guilty,Criticizing oneself for all of one's faults,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
5861.0,I just can't seem to pay attention to anything for too long.,colloquial,Inattention,Difficulty sustaining attention in tasks,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
7031.0,Why is making any decision so overwhelming that I constantly dwell on the pros and cons?,colloquial,Indecisiveness,Needing to weigh pros and cons excessively before deciding,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
5032.0,I often avoid activities that involve extended periods of mental concentration.,clinical,Inattention,Avoids tasks that require sustained mental effort,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
4923.0,"I zone out all the time, even when someone's explaining something important.",colloquial,Inattention,Difficulty attending to instructions,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
12279.0,I keep crashing out during the day and it's making life impossible.,colloquial,Sleep_disturbance,Increased daytime sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
13835.0,I sneak food when I'm by myself because I'm worried about my changing appetite.,colloquial,Weight_and_appetite_change,Engaging in secretive eating behaviors to hide eating habits from others,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
9574.0,I experience a significant reduction in motivation to participate in elective pastimes.,clinical,Loss_of_interest_or_motivation,Lack of enthusiasm for hobbies or pastimes once enjoyed.,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
8682.0,"I often have intrusive thoughts that amplify my sense of worthlessness, stemming from my perceived responsibility for the adverse outcomes in my life.",clinical,Worthlessness_and_guilty,"Having persistent, distorted cognitions about the cause or consequences of a traumatic event that leads to self-blame or blaming others","[1, 0, 0, 0, 0, 0, 0, 0, 0]"
10461.0,I feel like I’m certain everything I do is going to fall apart.,clinical,Pessimism,Anticipating failure in upcoming tasks or projects,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
7232.0,Thoughts of self-harm and suicide have become persistent and pervasive for me.,clinical,Suicidal_ideas,,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
7989.0,Sometimes it feels like disappearing would solve everything.,colloquial,Suicidal_ideas,Feeling detached and considering death as a relief,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
2018.0,"Despite various attempts, I can't seem to alleviate this continuous melancholy that I experience daily.",clinical,Depressed_Mood,Persistent feelings of sadness,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
12356.0,My sleep is frequently interrupted by waking up extremely early and I struggle to go back to sleep.,clinical,Sleep_disturbance,Terminal insomnia,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
10298.0,I often assume that any negative event is improbable to resolve or improve.,clinical,Pessimism,Assuming that setbacks are permanent and pervasive,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
2776.0,There is a constant urgency to urinate without the volume typically associated with such an urge.,clinical,Genitourinary_symptoms,,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
7999.0,"I'm so tired of feeling this way, and sometimes I think dying would be the only escape.",colloquial,Suicidal_ideas,Feeling detached and considering death as a relief,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
13728.0,"I have experienced unintentional weight fluctuations, either gaining or losing significant weight quickly.",clinical,Weight_and_appetite_change,Experiencing fluctuations in weight over a short period,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
4749.0,"I feel like I have ants in my pants, always moving around in my chair.",colloquial,Hyperactivity_agitation,Frequently changes positions or shifts in seat,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
3136.0,"I am experiencing polymenorrhea, with my menstrual cycle being shorter than 21 days on several occasions.",clinical,Genitourinary_symptoms,Experiencing menstrual irregularity,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
1125.0,"No matter what I do, I just feel worn out constantly.",colloquial,Decreased_energy_tiredness_fatigue,Experiencing a constant sense of tiredness.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
359.0,"It feels like everyone annoys me, and I can't stop myself from arguing and shouting at them.",colloquial,Anger_Irritability,Verbal aggression toward people,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
7681.0,Sometimes I can't stop thinking about ending it all.,colloquial,Suicidal_ideas,Experiencing intrusive thoughts about dying,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
10145.0,I just can’t shake the feeling that nothing good is ever going to happen for me.,colloquial,Pessimism,Feeling as if my future hopes or plans will not come true,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
10632.0,I consistently anticipate a lack of assistance from others in the future.,clinical,Pessimism,Assuming that others will not support or help in future endeavors,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
3048.0,My libido has decreased substantially.,clinical,Genitourinary_symptoms,Experiencing loss of libido,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
5204.0,I have persistent difficulty adhering to directions provided by others.,clinical,Inattention,Does not follow through on instructions,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
2020.0,I experience a pervasive sense of emptiness nearly every day.,clinical,Depressed_Mood,Feeling empty,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
13075.0,"Food just doesn't appeal to me anymore, I'm hardly eating.",colloquial,Weight_and_appetite_change,Appetite is much less than before,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
9667.0,I feel like nothing really matters anymore.,colloquial,Loss_of_interest_or_motivation,Feeling indifferent towards achievements or successes.,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
10076.0,There is a noticeable decrease in my desire to pursue personal goals.,clinical,Loss_of_interest_or_motivation,Reduced desire to pursue personal goals or ambitions.,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
3151.0,My periods are all over the place and don't seem to have a regular schedule anymore.,colloquial,Genitourinary_symptoms,Experiencing menstrual irregularity,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
12417.0,My sleep’s all over the place; I keep waking up every hour.,colloquial,Sleep_disturbance,Waking up frequently during the night,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
867.0,I just want people to leave me alone because they irritate me so much.,colloquial,Anger_Irritability,Experiencing tension in social interactions,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
5282.0,My inability to focus leads to incomplete household responsibilities.,clinical,Inattention,Fails to finish chores,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
11660.0,"I experience difficulty initiating sleep, often lying awake for prolonged periods before falling asleep.",clinical,Sleep_disturbance,Initial insomnia,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
3127.0,I'm just exhausted from how much I'm bleeding during my period.,colloquial,Genitourinary_symptoms,Experiencing menorrhagia,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
5055.0,I always put off stuff that needs me to stay focused for a while. It's exhausting.,colloquial,Inattention,Avoids tasks that require sustained mental effort,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
10648.0,I expect that solicitation for assistance will result in a lack of responsiveness.,clinical,Pessimism,Assuming that others will not support or help in future endeavors,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
954.0,I find myself having hostile feelings towards others without clear provocation.,clinical,Anger_Irritability,Experiencing a sense of hostility towards others,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
6854.0,I have an intense fear of decision-making due to the anxiety it provokes.,clinical,Indecisiveness,Feeling anxious or stressed when faced with decisions,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1577.0,It’s like my energy is stuck on low and every little thing feels like too much.,colloquial,Decreased_energy_tiredness_fatigue,Feeling like every task requires significant effort.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
7926.0,"My thoughts are consumed by contemplating suicide, and I have been actively researching lethal methods.",clinical,Suicidal_ideas,Researching ways to die,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
